src,tgt_translated,baseline_src,silver_src
Dur rehke haste rahoge to chalegaKbhi kbhi milte rahoge to bhi chalegahamari yaad me 1msg to karnaFir wo msg khali hoga to bhi chalega,當你快 樂地 活下去 時 ， 總會 遇到 快樂 ； 偶爾 遇到 的 人 ， 總 也 會 遇到 ； 我 的 記憶 中 有 一個 訊息 ； 然 後 這個 訊息會變 得空 虛 ， 但 也 會 遇到 。,"Do good fast lah, then okay lah, sometimes meet up also okay lah, got to keep one msg in mind lah, then msg empty also okay lah","""Dur leh go go then lah, kbhi meet leh go leh chalega, hamar yaad me 1 msg leh send leh, then leh msg empty leh but still chalega."""
Wow omg I forgot also crap!!! Can remind me tonight?? I still can print! (:,哇 哦 我 也 忘 了 也 废物 ! ! ! 晚上 可以 提醒 我 吗 ？ 我 仍然 可以 打印 ！,"Wah lau lah! Leh meh remind you tonight leh, ya? Tonight kan print still leh, lor!","Wah lau ah, omg I lorh forget also crap!!! Can lah, I can remind you tonight leh, print still can print ah, wow, tonight I remind you, okay ah!"
Which hse? Hee.  Lub lub u!! Cawreful ar,哪個 家 ？ 他 。 呱呱 呵 ！   cuidado   ah,"""Which hse lah?"" Hee. Lub lub u!! Careful ah.",Which hse? Hee.  Lub lub u!! Cawreful ar -> Which hse ah? Hee.  Lub lub u!! Be cawreful la
Yeah compiling the group part.,yeah ， 组队 部分 编译,"Ahah, Group compile la, compile leh group, jadi compile group si, zhèng zhì jiàn dàn pīn jiān qún.","Yeah, compiling the group part la, actually means ""Collecting together"" (group) lah, so it's ""Compile group part"" became ""集结组 part"" but in Singlish style, it's ""Collect together group lah, part la, ah!"""
"""Knowing what's right doesn't mean much unless you do what'sright.""-Theodore Roosevelt",知道 是 对 不 等于 做 对 除非 你 做 对 。 --- 特罗 特   Roosevelt,知道是正是无用，除非你做正 lah - Theodore Roosevelt,"""Knowing lah, **you** no lah do, then ahmah **unless** you take action, no la, it's just words, like **Roosevelt** say, knowing is one thing, doing is another."""
"Okay. Once u come out from e exit, towards your left, there's a road.Got pick up area. I'll be there.",出门 后 往左边 有 条路 ， 提取 点 在 那儿 ， 我会 在 那儿 等 你 。,"出来exit后，向左转，左边有road，有pick up area lah, I'll be there got.","Okay. Exit lah, turn lah left, got road a, pick up area leh, I'll be there's."
I pro ma haha. thot u expected A for discreet?,我 不會   haha 。 認為 你 預期 A 級 的 秘密 ？,"Haha, lor u think I expect A for discreet, actually I expect A for ""do good lah"" mah, but reward for do good shall be more good, no la, so it's like ""善的回报是更善的善""","I la, expected A for discreet, right?  I actually pro ma, think got A for discreet ah, but u expected A for discreet?"
Whyyy im fine with timing seriously.,我 完全同意 时间 的 严肃,"Wah, timing serious la, whyy lah, I'm chill, timing lah, okay lah, everything okaylah.","""Whyyy lah, im fine with timing seriously, no worries, no need to worry lah."""
Mrt goes straight to t2 rite,MRT 直达 T2 正确,"MRT go straight to T2 lah,  go direct to T2 la,  
(romanized Chinese: MRT qiú zhi qǐng T2,  qiú zhī qǐng T2)",Mrt straight down lor go t2 rite now.
Lol I see  <DECIMAL>  is nearer to  <DECIMAL>  than  <DECIMAL>  so Ijust choose that one Lo... ya performance not tested,哈哈 我 看到 < DECIMAL > 比 < DECIMAL > 更近 ， 所以 我 就 选 了 那个 Lo ...   ya 性能 未经 测试,哈哈我看 <yī jiǔ jiǔ diǎn> nearer to <sān jiǔ jiǔ diǎn> than <yī jiǔ líng diǎn> so I just choose that one lah... performance no test lah.,"Lol, so I juz choose that one lah, performance not tested la, I see <DECIMAL> nearer to <DECIMAL> than <DECIMAL>, so I just choose that one Lo..."
Ya...... I ll work hard my el höh test paper is 55 plus all the oral...-- will it pass,哎呀 … … 我会 努力 我 的 英语考试 卷子 是 55 加上 所有 的 口语 测试 --- 会 通过 吗,"Ya lah... I'll grind harder, my Hoh test paper got 55 mark plus all the oral, wonder whether it can pass lah? (xiǎng bǎng kě yǐ chū kāi)","Ya...... lah, I'll work hard hor, my el test paper is 55 plus all the oral...-- marks, so will it pass?"
"Hi, tml meeting is postpone and we shall just send our work to eachother online since Marcus have a term test on Monday.",你好 ， tml   会议 被 推迟 ， 我们 将 在线 发送 工作 给 对方 ， 因为 马库斯 周一 有 期末考试 。,"""Hi, tomorrow meeting postponed lah, we jus send work online tahan sotong Marcus got term test on Monday one, okay?""","Hi, tml meeting lah postpone, so we shall just send our work online to each other leh, cos Marcus got a test on Monday."
"Haha I cannot imagine yanling's voice haha! I didn't do much today,yeah just stone at home!",哈哈 我 无法 想象 妍玲 的 聲音 哈哈 ！ 我 今天 没 做 太多事 ，   yeah   juste 呆 在家 裡 ！,哈哈我想不起来yanling的声线哈哈！我today没做啥啥啥啥，只是stay home玩石头！,"Cannot imagine lah Yanling's voice, hahaha! Today, yeah, I just chill at home, stone time no work, no go out, just stay at home lah!"
That's a song dumbass. Movies that you will like too. Thriller.,歌曲 是 这样 愚蠢 的 。 您 也 会 喜欢 的 电影 是 惊悚 。,"""Thriller"" movie lah, u will like too, hor?","That's a song, lah!  You also will like watch movies, like a thriller, aint it?  ""That's"" really cool, got a lot of people say ""dumbass"" too, but me watch movies, especially thriller, got a lot of will, you know?"
t get replies from me later.,我 将 在 后续 回复,"""Later lar, I reply lah.""","Subsequently, lah, will get my replies from me later."
Ooo yeap that's my last msg! Huh you mean the whole thing?? Write more!!!,善 的 回报 只能 是 善   善行 的 回报 只是 一种 更好 的 善行   善 的 回报 不是 金钱 、 不是 名誉   而是 更 多 的 善行 和 善意   这是 人类 社会 的 最高 价值   这是 我们 应该 追求 的 目标   只有 我们 一起 做好事   才能 创造 一个 更好 的 世界,"Haha, okay lah! Last msg pun no problem, but here got more to share leh!

""Life pun like that hor, got ups and downs, but as long got positive energy, everything will turn out alright lah, no worries!""

Translation: 
人生就像这样呢，高低起伏，但只要有积极能量，everything will turn out alright lah, no worries!","""Ooo lah, you mean reward for doing good is like boomerang, more good dey come back lah!  Then you know, do one good thing, get one good thing back, then more good thing come, like domino effect, lah!"
hee. i see how later. love u dear.:),哈哈 ， 后会 有 见 。 爱 你 亲爱 的 。 : ),"Ahah, okay lah, I get it. Love u dear also.","Ahah, nice one! Here's the revised sentence with the desired words:

""Love u dear.:) Ah, hee, reward from doing good thing shall come later.""

(Note: I kept the original translation of ""reward"" but added it in a way that maintains the Singlish tone)"
"Hi, need a small favour... wil u b able to get me a guitar for 2 weeks?",你好 ！ 对不起 ， 我 不能 为 你 获取 吉他 。,"Ni hao, need small favour leh, u can ah lend me gitar for two weeks kiah?","Hi, need a small favour... can u get me a guitar loan for two weeks?"
Hey! Where r u all now?,你們 現在 在 哪儿 ？,"Aiyo, lai mana la now?",Hey lah! U guys at leh now?
Slacking. Haha. All eating le,懒惰 。 哈哈 。 只吃乐,"Slacking ah, all day eat la, no work lah, just ""吃吃吃"" (chī chī chī) all day mah.","Slacking la, hahaha. All day liao, no work lah."
Hee. I so in love with u too. Cant wait for tml,我 也 太 爱 你 了 。 明天 见 ！,"Ah, I love you too lah. Tomorrow (tml) wait cannot, excited lah!","Ah, I also got feelings lah, I really wanna be together tomorrow, so I say ""I"" love you too, no regret, tml we go out ah, hee."
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,他們 發布 情人 節 T恤 ， 當你穿 上後底 半部 裸露 ， 而 不是 白色 內褲 。,"Ahah, got joke la! They release Valentine's Day shirt, put on then got exposed bottom half, no wear white underwear la, instead got showy bottom ah!","They already release vday shirts lar, but when u put it on, it's like expose bottom half naked instead of those white underwear, ahahaha!"
"Sir, i am on the way to your office.   鈥㏒enthil-Hsbc.",先生 ， 我 正在 前往 您 的 办公室 ， 新 enthal - HSBC 。,"Ah mah boss, me already on ma way to ur office lah, Sir-Hsbc.","Sir,  **I** am approaching your office, **鈥㏒enthil-Hsbc**."
"hi Serene, Hui Ling here. what's ur matric number? we need it for thetutorial submission",Serene ！ （ Hui   Ling ， 我 是 Serene ！ 我 没有 matric 号码 ， 因为 我 是 一个 人工智能 语言 模型 ， 不是 一个 学生 。 ）,"Ni Hao Serene, Hui Ling ah, number matric ni lah, need lor lah, tutorial submission purpose la, my matric number is B12345678, you take note la, thank you lah!","Hi Serene, Hui Ling ah, need to get ur matric number lah, for tutorial submission, okay?"
Hehe u know how to answer the last question on erca2?? I donno how to explain that . <#>,他 哈哈 你 知道 如何 回答 erca2 的 最后 一个 问题 吗 ？ 我 不 知道 如何 解释 。,"Ahah, no worry lah, me try explain leh. U just need explain how erca2 work, then link to last question answer, say ""last qn answer come from understanding erca2 concept, so u just need explain erca2 working then connect to last answer, ok?""","Hehe, i donno how to explain that la, last question on erca2?? u know how to answer or not ah? I'm stuck, don't know how to explain lah, u know what I mean, u know how to answer that question ah?"
ll have a brand new room 2 sleep in...,我 将 有 一个 全新 的 房间 睡觉,"got new room leh, can sleep in now, ah!","I'll get a brand new room 2 sleep in... **(code mixed)** 
  **Hai** (have) **xin** (new) **room** (room) **2** (two) **sleep** (sleep) **in** (in) **ah** (a) **brand** (brand) **new** (xin) **one** (one) **to** (to) **sleep** (sleep)"
I DUNNO HAHA TMR'S MTG?,我 不 知道 哈哈 今天 的 MTG ？,我NO IDEA LA Tomorrow's Meeting lah?,I DUNNO HAHA TOMORROW'S MTG?
I dont have ps to help you test for hao wan de lol. If got I just dl eh.,我 没有 PS 来 帮助 你 测试 “ 好玩 的 lol ” 。 如果 有 ， 我 只是 下载 而已 。,"""我没有 PS 帮你测试好玩的lol. 有的话就直接下载了.""","I no got ps lah, so I just download (dl) ah, if I got help from you then I can test hao wan de, but now I just eh, no can do, you know ah, lol."
"Hey serene... I wont b goin 4 e tut tmr... Haven do e tut yet, was studyin 4 my test lor...",嗨 ， 平静 的 … 我 不 去 上课 了 明天 … 还 没有 做完作业 ， 正在 为 我 的 考试 学习 了 。,"Hey shàn shàn... Ah kong go tut morrow la, yesternight still belum do tut, studyin lor prepare test ah...","Hey serene... lah, no go tut tomor, still not finish study yet, busy study for exam ah..."
AFTER FADING THE PAST YEAR A NEW AND PROPEROUS YEAR BEING BORN.I WISH YOU VERY HAPPY NEW YEAR AND OUR GOD AND LORD JESUS WILL LOVE AND GUID YOU 4EVR SANJEWA,去年 已经 逝去 ， 新 的   prosperous   年 诞生 。 我 祝您 新年快乐 ， 我们 的 上帝 和 主耶稣 会 爱 你 和 引导 你 一生 。 SANJEWA,"Ahah, nice sentiment! Here's a translated version with a mix of Singlish, Romanized Chinese, and code-switching:

""新年到，咱们都过好好年后，祝你新年好运，神与主耶稣会爱你爱你ตลอด时间 (4EVR)， SanjeWa!""

(Note: SanjeWa is a common Sri Lankan New Year greeting, incorporated here)","No specific words wanted were listed, but here's a revised version with a mix of Singlish and romanized Chinese:

""Ah Mah, after pass one year of faded past, new and prosper year born already lah! Wishing you very happee new year, God bless and Jesus guide you forever, sanjeewa! """"新年来到，旧年已过，愿你新年快乐，神保佑，耶稣引导你一生平安，sanjeewa!"""
This is my number by vivek..,这 是 我 的 号码 ， by   vivek 。,"Niumber one leh, by Vivek ah...","Dis number by vivèk... is actually dis one, **nèh** this is my number, by vivèk.."
"Haha wow, you can't read it? I will read first then memorise haha :P",好笑 ！ 善 的 回報 只能 是 善,"Haha, no worries lah! The correct translation with Singlish code mixed sentence with romanized Chinese is: ""善的回报 (shàn de huí bǎo) shall be nothing but more善 (shàn), also can say ""buat baik punya reward pun la more buat baik la""","Lah, you read it first then memorise, but I read it too, it's ""善的回报shall be nothing but善"" lah. Here's the rewritten sentence with the words you wanted: ""Haha wow, you can't read it? It's just '善的回报shall be nothing but善', haha!"""
"Dad, roy is still not awake. What time he working?",爸爸 ， 罗伊 还 没有 醒来 。 他 什么 时候 上班 ？,"Papa, Roy still leh sleep ah. Woh, he work kpkb time lah?","Dad, roy still not awake, lah. What time he working?"
Yes and the cat enjoyed it as much as I did lol,是 的 ， 猫 也 和 我 一样 享受 它,"Ah yeah, kitty cat enjoy lah also, meh? (猫咪也喜欢咯,哈哈)","Ya lah, cat also enjoy la, yes me (i) also happy lol"
"Hmmm... Lk tt oso can lor... But ur bro so cool, will ans anot...",哎呀 ， 我 也 是 可以 的 呵呵 ， 但是 你 的 哥哥 真的 很酷 ， 会 回答 更 多 的 ...,"Nah, actually can leh... Bro so kua, punya another one pun... (Translation: ""Actually can lah... Brother so cool, also have another one too..."")","Hmmm... Lk tt oso can lor, ur bro so cool, but hmmm... tt oso can lor, but ur bro so cool, can ans anot... lor, hmmm... can also ans anot, will also like, tt oso can lor, can also ans anot, like ur bro so cool, hmmm... tt can ans anot..."
