original_l1,original_l2,sent_1,sent_2,chosen,lang
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"""根据我们测试的结果, 我们建议用 straw-top bottle, 因为 bacteria 很少而且没有 harmful germs,"" 这个网站说。",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行率 较 低 而且 有害 细菌 数量 少 。 ”,sent_1,English-Chinese
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"Lah, dat website say ""该 website say"", weh recommend use pipette-lah, becos dat type water bottle got low bacteria rate, and few harmful bacteria leh!","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

转化为 Singlish + Chinese:

""Based on our test results, 我们 suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

Key words:

* ""based"" -> """" (based)
* ""we"" -> 我们 (wǒmen)
* ""results"" -> (jì shuò)
* ""opting"" -> suggest
* ""harmful"" -> (hài huài)
* ""our"" -> 我们 (wǒmen)
* ""for"" -> (gèi)
* ""test"" -> (kè shì)
* ""suggest"" -> suggest
* ""bacteria"" -> (kě jiā)
* ""germs"" -> (jūn zhī)",sent_2,English-Chinese
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"Based on our test results, 我们建议选择 straw-top bottle, both for low bacteria prevalence and no harm germs.","Based on our test results, 我们建议选择一个 straw-top bottle, both for low bacteria prevalence and no harmful germs, leh.",sent_1,English-Chinese
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

转化为 Singlish + Chinese:

""Based on our test results, 我们 suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

Key words:

* ""based"" -> """" (based)
* ""we"" -> 我们 (wǒmen)
* ""results"" -> (jì shuò)
* ""opting"" -> suggest
* ""harmful"" -> (hài huài)
* ""our"" -> 我们 (wǒmen)
* ""for"" -> (gèi)
* ""test"" -> (kè shì)
* ""suggest"" -> suggest
* ""bacteria"" -> (kě jiā)
* ""germs"" -> (jūn zhī)","Based on our test results, 我们建议选择一个 straw-top bottle, both for low bacteria prevalence and no harmful germs, leh.",sent_2,English-Chinese
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,"Lah, dat website say ""根据 website, 我们 say choose dat吸管盖式水瓶, because dat kind water bottle got low细菌流行率 and few有害细菌数量 leh.""",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行率 较 低 而且 有害 细菌 数量 少 。 ”,sent_1,English-Chinese
"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,该 website 说：“根据试验结果，我们建议选用吸管盖式水瓶，因为这种水瓶的细菌流行率较低而且有害细菌数量少。”,"Dat website say: ""According to experiment result, we suggest choose suck-pipe cover water bottle, because dis type water bottle got low bacteria rate and few harmful bacteria.""",sent_1,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill reviews leh, ""Based on 12 bottles leh, we find out dat reusable water bottle can hide shocking amount of bacteria cells leh, every square cm, CFU count more than 300,000 leh!""","""Based on 我们 tested 的 12 个 water bottles, Treadmill Reviews 说 reusable drinking containers 可能会有 很多 viable bacteria cells: 超过 300,000 colony-forming units per square centimeter (CFU/sq cm).""",sent_2,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","""根据我们测试的12个水瓶，Treadmill Reviews 说可重复使用的饮水容器可能有令人担忧的活细菌数量：每平方厘米超过300,000个菌落形成单位 (CFU/sq cm)。""","Based on 12 瓶水 we test, we find reusable drinking container 可能有 many viable bacteria cells, more than 300,000 CFU per sq cm, leh.",sent_2,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill Reviews 表示：“基于所测试的 12 只水瓶，我们发现可重复使用的饮水容器可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","Treadmill Reviews 说：“Based on the 12 water bottles we tested, 我们发现可重复使用的饮水容器可以藏住惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 的数量超过300,000个。”",sent_2,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","""Based on 我们 tested 的 12 个 water bottles, Treadmill Reviews 说 reusable drinking containers 可能会有 很多 viable bacteria cells: 超过 300,000 colony-forming units per square centimeter (CFU/sq cm).""","Actually, dat 12 water bottles we test, we find out dat reusable drinking containers got many bacteria lah, more than 300,000 CFU per square centimeter leh!",sent_1,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill reviews 表示：“基于 所 测试 的 12 只 水瓶， 我们发现 重复使用 的 饮水容器 可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","Treadmill reviews say ""based on 12 tests, we find that reuseable water bottle can hide shocking amount of bacteria cells: each square centimeter can form over 300,000 CFU, leh？""",sent_1,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","""根据我们测试的12个水瓶，Treadmill Reviews 说可重复使用的饮水容器可能有令人担忧的活细菌数量：每平方厘米超过300,000个菌落形成单位 (CFU/sq cm)。""","Treadmill leh, reviews say ""Based on 12 bottles we test, we find dat reusable water bottle can hide shocking amount of bacteria cells: CFU per square centimeter more than 300,000 leh!""",sent_1,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill reviews 表示：“基于 所 测试 的 12 只 水瓶， 我们发现 重复使用 的 饮水容器 可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","Treadmill Reviews 说：“Based on the 12 water bottles we tested, 我们发现可重复使用的饮水容器可以藏住惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 的数量超过300,000个。”",sent_2,English-Chinese
"""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”","Treadmill reviews 表示：“基于 所 测试 的 12 只 水瓶， 我们发现 重复使用 的 饮水容器 可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","Treadmill reviews leh, ""Based on 12 bottles leh, we find out dat reusable water bottle can hide shocking amount of bacteria cells leh, every square cm, CFU count more than 300,000 leh!""",sent_1,English-Chinese
